1775804347.1765, 0.040, 0.045,1775804347.0765, 0.046, 0.062, 0.046
1775804347.2765, 0.040, 0.046,1775804347.0765, 0.046, 0.062, 0.046
1775804347.3765, 0.041, 0.046,1775804347.0765, 0.046, 0.062, 0.046
1775804347.4765, 0.041, 0.043,1775804347.0765, 0.046, 0.062, 0.046
1775804347.5765, 0.042, 0.050,1775804347.0765, 0.046, 0.062, 0.046
1775804347.6765, 0.042, 0.053,1775804347.0765, 0.046, 0.062, 0.046
1775804347.7765, 0.042, 0.046,1775804347.0765, 0.046, 0.062, 0.046
1775804347.8765, 0.043, 0.049,1775804347.0765, 0.046, 0.062, 0.046
1775804347.9765, 0.043, 0.042,1775804347.0765, 0.046, 0.062, 0.046
1775804348.0765, 0.043, 0.019,1775804347.0765, 0.046, 0.062, 0.046
1775804348.1765, 0.044, 0.019,1775804347.0765, 0.046, 0.062, 0.046
1775804348.2765, 0.045, 0.017,1775804348.2765, 0.070, 0.088, 0.050
1775804348.3765, 0.047, 0.017,1775804348.2765, 0.070, 0.088, 0.050
1775804348.4765, 0.048, 0.019,1775804348.2765, 0.070, 0.088, 0.050
1775804348.5765, 0.049, 0.021,1775804348.2765, 0.070, 0.088, 0.050
1775804348.6765, 0.050, 0.028,1775804348.2765, 0.070, 0.088, 0.050
1775804348.7765, 0.050, 0.037,1775804348.2765, 0.070, 0.088, 0.050
1775804348.8765, 0.051, 0.042,1775804348.2765, 0.070, 0.088, 0.050
1775804348.9765, 0.051, 0.053,1775804348.2765, 0.070, 0.088, 0.050
1775804349.0765, 0.052, 0.045,1775804348.2765, 0.070, 0.088, 0.050
1775804349.1765, 0.052, 0.045,1775804348.2765, 0.070, 0.088, 0.050
1775804349.2765, 0.052, 0.013,1775804348.2765, 0.070, 0.088, 0.050
1775804349.3765, 0.054, 0.017,1775804348.2765, 0.070, 0.088, 0.050
1775804349.4765, 0.055, 0.012,1775804349.4765, 0.126, 0.086, 0.062
1775804349.5765, 0.056, 0.013,1775804349.4765, 0.126, 0.086, 0.062
1775804349.6765, 0.057, 0.007,1775804349.4765, 0.126, 0.086, 0.062
1775804349.7765, 0.058, 0.003,1775804349.4765, 0.126, 0.086, 0.062
